SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
11640,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-04-2024 22:00,17
11641,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,17-04-2024 02:00,3
11642,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-04-2024 20:00,1
11643,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-04-2024 20:00,1
11644,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-04-2024 21:00,3
11645,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-05-2024 02:00,3.5
11646,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,08-05-2024 01:00,0.5
11647,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-05-2024 17:00,1
11648,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-05-2024 15:00,2
11649,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-05-2024 16:00,0.5
11650,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,16-05-2024 15:00,0.5
11651,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,22-05-2024 23:00,0.5
11652,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,24-05-2024 20:00,2.5
11653,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,24-05-2024 21:00,0.5
11654,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,26-05-2024 17:00,12
11655,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,26-05-2024 17:00,12
11656,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,26-05-2024 18:00,7
11657,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,26-05-2024 18:00,7
11658,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,02-06-2024 23:00,13
11659,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,02-06-2024 23:00,13
11660,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 00:00,0.5
11661,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 00:00,0.5
11662,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 01:00,1
11663,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 01:00,1
11664,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 02:00,3.5
11665,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 03:00,0.5
11666,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 03:00,0.5
11667,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 04:00,1
11668,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 04:00,1
11669,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 05:00,2
11670,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 05:00,2
11671,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 06:00,1.5
11672,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 06:00,1.5
11673,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 07:00,0.5
11674,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 07:00,0.5
11675,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 08:00,0.5
11676,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-06-2024 08:00,0.5
11677,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,04-06-2024 23:00,1.5
11678,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-06-2024 23:00,3
11679,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 00:00,0.5
11680,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 06:00,20
11681,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 07:00,2.5
11682,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 07:00,2.5
11683,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 08:00,1
11684,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,06-06-2024 08:00,1
11685,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 02:00,49.5
11686,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 02:00,49.5
11687,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 03:00,15.5
11688,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 03:00,15.5
11689,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 04:00,1.5
11690,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 05:00,3
11691,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 05:00,3
11692,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 06:00,1
11693,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 06:00,1
11694,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 07:00,0.5
11695,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-06-2024 07:00,0.5
11696,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,08-06-2024 19:00,2.5
11697,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,08-06-2024 20:00,0.5
11698,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,08-06-2024 20:00,0.5
11699,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 02:00,1
11700,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 02:00,1
11701,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 03:00,0.5
11702,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 03:00,0.5
11703,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 18:00,0.5
11704,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-06-2024 19:00,1
11705,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,10-06-2024 11:00,0.5
11706,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,10-06-2024 11:00,0.5
11707,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,10-06-2024 12:00,2
11708,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 01:00,6.5
11709,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 02:00,6.5
11710,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 03:00,2
11711,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 04:00,2.5
11712,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 05:00,0.5
11713,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-06-2024 05:00,0.5
11714,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,24-06-2024 01:00,0.5
11715,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,27-06-2024 20:00,1
11716,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,27-06-2024 21:00,2
11717,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,28-06-2024 05:00,0.5
11718,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,29-06-2024 22:00,1.5
11719,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,29-06-2024 23:00,0.5
11720,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,30-06-2024 19:00,3
11721,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,30-06-2024 20:00,2.5
11722,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,01-07-2024 19:00,0.5
11723,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,03-07-2024 09:00,0.5
11724,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-07-2024 15:00,77
11725,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-07-2024 19:00,3.5
11726,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-07-2024 20:00,6
11727,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-07-2024 21:00,1.5
11728,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,05-07-2024 22:00,1.5
11729,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,07-07-2024 23:00,1
11730,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,08-07-2024 00:00,1
11731,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 00:00,4.5
11732,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 01:00,4.5
11733,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 02:00,1
11734,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 02:00,1
11735,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 16:00,3
11736,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,09-07-2024 17:00,2.5
11737,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,10-07-2024 00:00,1.5
11738,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,12-07-2024 21:00,0.5
11739,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,12-07-2024 22:00,0.5
11740,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,12-07-2024 22:00,8.5
11741,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,12-07-2024 23:00,1
11742,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 00:00,4.5
11743,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 01:00,2.5
11744,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 19:00,0.5
11745,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 20:00,1
11746,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 21:00,0.5
11747,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,13-07-2024 21:00,0.5
11748,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-07-2024 15:00,3.5
11749,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-07-2024 16:00,12
11750,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-07-2024 17:00,7.5
11751,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-07-2024 18:00,3.5
11752,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,14-07-2024 19:00,2
11753,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 12:00,0.5
11754,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 14:00,0.5
11755,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 18:00,0.5
11756,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 19:00,1.5
11757,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 20:00,0.5
11758,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 22:00,2
11759,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,15-07-2024 23:00,1.5
11760,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,16-07-2024 00:00,2.5
11761,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,17-07-2024 17:00,30
11762,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,17-07-2024 22:00,0.5
11763,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 01:00,0.5
11764,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 03:00,0.5
11765,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 05:00,2
11766,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 06:00,2
11767,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 07:00,1
11768,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 08:00,2
11769,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 09:00,2
11770,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 10:00,0.5
11771,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 12:00,0.5
11772,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 18:00,1
11773,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 19:00,0.5
11774,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 20:00,1
11775,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 21:00,8
11776,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 22:00,6.5
11777,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,19-07-2024 23:00,1
11778,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 00:00,1
11779,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 01:00,0.5
11780,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 06:00,0.5
11781,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 08:00,1.5
11782,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 09:00,1
11783,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 11:00,0.5
11784,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 12:00,0.5
11785,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 14:00,0.5
11786,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 18:00,3
11787,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 19:00,0.5
11788,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 20:00,1
11789,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,20-07-2024 21:00,0.5
11790,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 01:00,0.5
11791,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 03:00,1.5
11792,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 04:00,0.5
11793,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 06:00,1
11794,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 09:00,0.5
11795,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 15:00,1
11796,Gudipally Gattu reservoir,Telangana SW,36,Telangana,694,NAGARKURNOOL,-,-,-,-,-,-,-,-,-,16.38100000,78.29200000,21-07-2024 17:00,0.5
