SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
31647,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 08:00,287
31648,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 09:00,307
31649,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 11:00,330.5
31650,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 12:00,334.5
31651,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 13:00,341.5
31652,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 14:00,346
31653,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 15:00,347
31654,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 17:00,318.5
31655,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 18:00,302.5
31656,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 19:00,298.5
31657,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 20:00,298.5
31658,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 21:00,291.5
31659,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 22:00,288.5
31660,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,02-01-2025 23:00,284
31661,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 00:00,282.5
31662,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 01:00,271.5
31663,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 02:00,274.5
31664,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 04:00,270
31665,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 05:00,250
31666,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 06:00,249.5
31667,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 07:00,267.5
31668,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 08:00,285.5
31669,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 09:00,312.5
31670,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 10:00,329.5
31671,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 11:00,340.5
31672,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 12:00,341.5
31673,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 13:00,349.5
31674,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 14:00,352
31675,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 15:00,356
31676,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 16:00,349.5
31677,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 17:00,323
31678,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 18:00,313.5
31679,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 21:00,289.5
31680,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,03-01-2025 22:00,280
31681,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 00:00,281
31682,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 01:00,282
31683,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 02:00,262.5
31684,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 03:00,256
31685,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 04:00,269
31686,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 05:00,260.5
31687,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 06:00,253
31688,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 07:00,266.5
31689,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 08:00,286.5
31690,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 09:00,313
31691,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 10:00,326.5
31692,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 11:00,337
31693,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,04-01-2025 12:00,361.5
31694,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 04:00,271.5
31695,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 06:00,276
31696,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 07:00,281
31697,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 08:00,303
31698,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 09:00,325.5
31699,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 10:00,341
31700,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 11:00,342.5
31701,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 12:00,342.5
31702,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 13:00,347.5
31703,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 14:00,350
31704,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 15:00,350
31705,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 16:00,342.5
31706,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 17:00,326
31707,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 18:00,307.5
31708,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 19:00,304
31709,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 20:00,305
31710,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 21:00,299
31711,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 22:00,298
31712,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,06-01-2025 23:00,295
31713,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 00:00,284
31714,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 01:00,277
31715,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 02:00,286.5
31716,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 03:00,284.5
31717,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 04:00,276
31718,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 05:00,273.5
31719,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 06:00,272
31720,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 07:00,288.5
31721,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 08:00,302
31722,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 09:00,324
31723,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 10:00,330
31724,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 11:00,335
31725,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 12:00,337
31726,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 13:00,343.5
31727,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 14:00,344.5
31728,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 15:00,343.5
31729,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 16:00,337
31730,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 17:00,325
31731,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 18:00,312.5
31732,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 19:00,311
31733,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 20:00,303.5
31734,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 21:00,301.5
31735,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 22:00,295
31736,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,07-01-2025 23:00,294.5
31737,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 00:00,283.5
31738,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 01:00,276.5
31739,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 02:00,275
31740,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 03:00,268.5
31741,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 04:00,263.5
31742,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 05:00,267.5
31743,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 06:00,265.5
31744,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 07:00,272.5
31745,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 08:00,288.5
31746,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 09:00,303
31747,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 10:00,309.5
31748,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 11:00,319.5
31749,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 12:00,323
31750,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 13:00,331.5
31751,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 14:00,334.5
31752,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 15:00,336.5
31753,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 16:00,330
31754,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 17:00,313.5
31755,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 18:00,294.5
31756,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 19:00,297
31757,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 20:00,292.5
31758,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 21:00,282
31759,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 22:00,283
31760,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,08-01-2025 23:00,272
31761,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 00:00,266
31762,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 02:00,259
31763,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 03:00,253.5
31764,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 05:00,247
31765,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 06:00,244
31766,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 07:00,255
31767,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 08:00,273.5
31768,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 09:00,295.5
31769,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 10:00,311.5
31770,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 11:00,323
31771,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 12:00,326
31772,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 14:00,335
31773,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 15:00,340.5
31774,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 16:00,338
31775,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 17:00,314.5
31776,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 18:00,301
31777,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 19:00,291
31778,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 20:00,287.5
31779,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 22:00,284.5
31780,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,09-01-2025 23:00,286.5
31781,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 00:00,266
31782,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 01:00,274.5
31783,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 04:00,269.5
31784,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 05:00,262
31785,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 06:00,254.5
31786,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 07:00,267
31787,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 08:00,284.5
31788,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 10:00,322
31789,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 11:00,337
31790,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 12:00,336.5
31791,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 13:00,337
31792,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 15:00,342
31793,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 16:00,335.5
31794,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,10-01-2025 17:00,320.5
31795,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 04:00,290
31796,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 13:00,343.5
31797,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 14:00,344.5
31798,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 15:00,342
31799,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 16:00,337
31800,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 18:00,318.5
31801,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 20:00,303.5
31802,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 21:00,306
31803,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 22:00,303.5
31804,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,13-01-2025 23:00,300
31805,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 01:00,291.5
31806,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 04:00,282.5
31807,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 05:00,280.5
31808,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 06:00,281
31809,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 07:00,285
31810,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 08:00,291.5
31811,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 11:00,327.5
31812,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 12:00,335
31813,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 13:00,343
31814,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 14:00,346.5
31815,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 15:00,347
31816,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 18:00,321.5
31817,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 19:00,315
31818,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 20:00,307.5
31819,Mathadivagu Project,Telangana SW,36,Telangana,501,ADILABAD,-,-,-,-,-,-,-,-,-,19.68200000,78.44700000,14-01-2025 21:00,302.5
