SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,rainfall_mm,date,hour
49977,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-22 17:00:00,30.5,2021-10-22,17
49978,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-22 18:00:00,0.5,2021-10-22,18
49979,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-22 18:00:00,0.5,2021-10-22,18
49980,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-29 17:00:00,3.5,2021-10-29,17
49981,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-29 17:00:00,3.5,2021-10-29,17
49982,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 16:00:00,1.5,2021-10-30,16
49983,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 16:00:00,1.5,2021-10-30,16
49984,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 17:00:00,3.0,2021-10-30,17
49985,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 17:00:00,3.0,2021-10-30,17
49986,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 18:00:00,26.5,2021-10-30,18
49987,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 18:00:00,26.5,2021-10-30,18
49988,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 19:00:00,4.5,2021-10-30,19
49989,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 19:00:00,4.5,2021-10-30,19
49990,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 20:00:00,12.5,2021-10-30,20
49991,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 21:00:00,1.5,2021-10-30,21
49992,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-10-30 21:00:00,1.5,2021-10-30,21
49993,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-01 20:00:00,1.5,2021-11-01,20
49994,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-01 20:00:00,1.5,2021-11-01,20
49995,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 02:00:00,1.0,2021-11-02,2
49996,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 02:00:00,1.0,2021-11-02,2
49997,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 03:00:00,4.0,2021-11-02,3
49998,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 03:00:00,4.0,2021-11-02,3
49999,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 04:00:00,3.5,2021-11-02,4
50000,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 04:00:00,3.5,2021-11-02,4
50001,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 05:00:00,2.5,2021-11-02,5
50002,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 05:00:00,2.5,2021-11-02,5
50003,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 06:00:00,0.5,2021-11-02,6
50004,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-02 06:00:00,0.5,2021-11-02,6
50005,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-03 15:00:00,3.5,2021-11-03,15
50006,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-03 15:00:00,3.5,2021-11-03,15
50007,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-04 16:00:00,4.0,2021-11-04,16
50008,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-04 16:00:00,4.0,2021-11-04,16
50009,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 06:00:00,1.0,2021-11-12,6
50010,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 06:00:00,1.0,2021-11-12,6
50011,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 08:00:00,0.5,2021-11-12,8
50012,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 08:00:00,0.5,2021-11-12,8
50013,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 21:00:00,2.5,2021-11-12,21
50014,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-12 21:00:00,2.5,2021-11-12,21
50015,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 00:00:00,3.5,2021-11-13,0
50016,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 00:00:00,3.5,2021-11-13,0
50017,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 01:00:00,0.5,2021-11-13,1
50018,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 01:00:00,0.5,2021-11-13,1
50019,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 02:00:00,10.0,2021-11-13,2
50020,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 02:00:00,10.0,2021-11-13,2
50021,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 03:00:00,1.0,2021-11-13,3
50022,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 03:00:00,1.0,2021-11-13,3
50023,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 14:00:00,0.5,2021-11-13,14
50024,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 14:00:00,0.5,2021-11-13,14
50025,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 17:00:00,3.5,2021-11-13,17
50026,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-13 17:00:00,3.5,2021-11-13,17
50027,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-14 06:00:00,0.5,2021-11-14,6
50028,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 07:00:00,3.0,2021-11-16,7
50029,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 07:00:00,3.0,2021-11-16,7
50030,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 08:00:00,0.5,2021-11-16,8
50031,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 08:00:00,0.5,2021-11-16,8
50032,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 11:00:00,1.0,2021-11-16,11
50033,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 11:00:00,1.0,2021-11-16,11
50034,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 12:00:00,0.5,2021-11-16,12
50035,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 12:00:00,0.5,2021-11-16,12
50036,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 16:00:00,9.5,2021-11-16,16
50037,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 16:00:00,9.5,2021-11-16,16
50038,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 19:00:00,0.5,2021-11-16,19
50039,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-16 19:00:00,0.5,2021-11-16,19
50040,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 10:00:00,1.5,2021-11-19,10
50041,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 10:00:00,1.5,2021-11-19,10
50042,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 12:00:00,1.0,2021-11-19,12
50043,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 13:00:00,1.5,2021-11-19,13
50044,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 13:00:00,1.5,2021-11-19,13
50045,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 14:00:00,3.5,2021-11-19,14
50046,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 14:00:00,3.5,2021-11-19,14
50047,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 15:00:00,0.5,2021-11-19,15
50048,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-19 15:00:00,0.5,2021-11-19,15
50049,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 05:00:00,0.5,2021-11-20,5
50050,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 08:00:00,1.0,2021-11-20,8
50051,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 08:00:00,1.0,2021-11-20,8
50052,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 09:00:00,1.0,2021-11-20,9
50053,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 09:00:00,1.0,2021-11-20,9
50054,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 10:00:00,1.0,2021-11-20,10
50055,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 10:00:00,1.0,2021-11-20,10
50056,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 11:00:00,4.5,2021-11-20,11
50057,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 11:00:00,4.5,2021-11-20,11
50058,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 12:00:00,1.5,2021-11-20,12
50059,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-20 12:00:00,1.5,2021-11-20,12
50060,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 18:00:00,1.0,2021-11-22,18
50061,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 18:00:00,1.0,2021-11-22,18
50062,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 19:00:00,8.5,2021-11-22,19
50063,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 19:00:00,8.5,2021-11-22,19
50064,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 20:00:00,7.5,2021-11-22,20
50065,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 20:00:00,7.5,2021-11-22,20
50066,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 22:00:00,11.0,2021-11-22,22
50067,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 22:00:00,11.0,2021-11-22,22
50068,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 23:00:00,8.5,2021-11-22,23
50069,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-22 23:00:00,8.5,2021-11-22,23
50070,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-23 07:00:00,0.5,2021-11-23,7
50071,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-23 07:00:00,0.5,2021-11-23,7
50072,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-23 17:00:00,0.5,2021-11-23,17
50073,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-23 17:00:00,0.5,2021-11-23,17
50074,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-11-26 22:00:00,36.0,2021-11-26,22
50075,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-12-21 01:00:00,9.0,2021-12-21,1
50076,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-12-27 13:00:00,36.0,2021-12-27,13
50077,Tandava Reservoir,Andhra Pradesh SW,28,Andhra Pradesh,520,VISAKHAPATNAM,NATAVARAM,-,-,Tandava,East flowing rivers between Mahanadi and Pennar,-,-,-,Tandava,17.61611111,83.46444444,2021-12-27 13:00:00,36.0,2021-12-27,13
